feature,value,0,1,2,3,4,5,<s>
attn_0_0_outputs,_,-0.3614546,-0.07151708,-0.7870429,-0.62201667,-0.19259037,-0.13017505,0.038480017
attn_0_0_outputs,_,-0.17464352,-1.0620434,-0.081738904,0.1334785,-0.22881086,-0.30275768,0.08454157
attn_0_0_outputs,_,-0.07138908,-0.34140515,-0.14866057,-0.0266655,0.23784116,0.15051916,0.061782032
attn_0_0_outputs,_,-1.1214834,0.43092877,0.027001368,-0.92813337,0.02220715,0.6122347,1.0064442
attn_0_0_outputs,_,-0.49358165,-0.28442258,0.056772847,-0.36559582,-0.6053806,0.6773048,0.5704584
attn_0_0_outputs,_,-0.11350303,-0.091788255,0.5018781,-0.391207,0.30628207,0.09951472,0.310506
attn_0_0_outputs,_,-0.0008636343,-0.18050455,0.04875446,-0.1933242,0.09009983,0.64889634,0.13923828
attn_0_0_outputs,_,-0.1791713,-0.5410956,-0.15651064,-0.66087383,-0.35520473,0.03575481,-0.13187358
attn_0_0_outputs,_,0.364162,0.345161,0.39032307,-0.064873226,-0.3471482,-0.1038833,-0.08888343
attn_0_0_outputs,_,0.6843538,0.3226847,-0.31234205,0.12524427,0.026377408,0.6009116,0.34675488
attn_0_0_outputs,_,0.68061674,-0.0057506706,0.09750104,-0.69440603,0.82257885,0.5137405,-0.15981168
attn_0_0_outputs,_,-0.13140363,-0.02437737,0.68992156,-0.114533685,-0.22496642,0.15580028,0.17946701
attn_0_0_outputs,_,0.62430227,0.03021459,0.79910785,-0.597399,-0.06867726,-0.31091022,0.10730299
attn_0_0_outputs,_,-0.14645328,-0.66040385,0.1291219,-0.10800486,0.13964432,-0.15478586,0.20413409
attn_0_0_outputs,_,-0.31454122,-0.021362618,-0.18279603,-0.17150743,-0.1391395,0.45279253,-0.21673809
attn_0_0_outputs,_,-0.06566206,0.44727516,0.411977,0.24859138,0.34170392,-0.17921695,0.38709
attn_0_0_outputs,_,0.39309716,0.13615185,0.3042747,-0.25190687,-0.32727578,0.0004852503,0.22828667
attn_0_0_outputs,_,-0.05181616,-0.34490615,0.105601616,0.5356609,0.3636677,0.17375931,0.6618116
attn_0_0_outputs,_,-0.37536398,0.72080827,0.083306074,-0.13976398,-0.70829666,-0.654031,0.49543744
attn_0_0_outputs,_,0.09752515,-0.1634229,-0.6030512,0.41404048,0.0163318,0.05783861,0.35894805
attn_0_0_outputs,_,0.50015706,-0.21340376,0.15335976,-0.25043327,0.21410689,-0.40278,0.91656905
attn_0_0_outputs,_,0.098062105,-0.019605026,-0.8130387,0.45785353,-0.22618732,0.3235485,-0.37245888
attn_0_0_outputs,_,0.05337376,-0.7108459,0.10430856,-0.15869744,-0.9677855,-0.011606755,0.13883258
attn_0_0_outputs,_,-0.5284152,-0.18509273,-0.031459775,0.046748262,-0.24814089,1.0506891,0.2691795
attn_0_0_outputs,_,0.5150055,-0.4232602,-0.19117607,-0.09982634,0.022392092,0.66661704,0.5987085
attn_0_0_outputs,_,0.30929106,-0.06619877,0.13869919,-0.7150309,-0.24757908,-0.52019733,0.028486194
attn_0_0_outputs,_,-0.22741829,-0.08046595,-0.06861441,0.33856377,-0.247432,0.49670616,-0.026586287
attn_0_0_outputs,_,-0.090272985,0.016619131,-0.045228187,-0.55049455,0.11466806,0.31473997,0.2583054
attn_0_0_outputs,_,-0.10063994,0.17783412,-0.46084794,-0.34091848,0.8831139,-0.55399,0.660537
attn_0_0_outputs,_,-0.35286143,0.73535824,-0.6841409,0.1958054,0.45703197,0.33577797,0.024108179
attn_0_0_outputs,_,0.09144178,0.12073227,-1.0729628,-0.22975986,0.060648676,1.3037325,-0.43657178
attn_0_0_outputs,_,-0.4578366,-0.016469013,0.570396,0.43197405,0.23928422,0.6893047,0.17235352
attn_0_0_outputs,_,0.38117462,-0.088256314,0.15353477,1.093955,0.23156045,-0.7305355,0.28429946
attn_0_0_outputs,_,-0.28553513,-0.3074492,0.38658842,-0.31614262,0.51384735,0.46457592,-0.68205655
attn_0_0_outputs,_,0.37920392,-0.2867458,-1.0615993,-0.16752933,-0.23277865,0.32447854,-0.14821634
attn_0_0_outputs,_,0.13936107,-0.28283054,0.33956677,-0.28122124,-0.094484925,0.68151456,-0.48861295
attn_0_0_outputs,_,0.14666867,-0.066896975,-0.5599636,-0.4482973,0.3757747,-0.12576403,0.38987333
attn_0_0_outputs,_,-0.39910534,-0.8173439,0.54930407,0.10573906,-0.394266,0.25609273,-0.42201442
attn_0_0_outputs,_,-0.21166892,0.24030837,-0.48883766,0.1519505,-0.30606645,-0.565207,0.6956091
attn_0_0_outputs,_,0.024793908,0.1564502,0.021467902,-0.3336328,0.41440225,0.71695584,-0.19201195
attn_0_0_outputs,_,0.45370993,-0.62742674,0.15898016,0.2818097,-0.19930609,-0.39501688,0.1442444
attn_0_0_outputs,_,-0.08193794,-0.677557,-0.38095054,-0.17775784,0.5851943,-0.029094586,0.13595107
attn_0_0_outputs,_,-0.16875467,-0.9032484,-0.09013231,-0.3342469,-0.33753502,0.24037683,0.75657123
attn_0_0_outputs,_,-0.094374746,0.3122126,-0.45678407,-0.16931033,-0.36623868,-0.27721465,-0.20567599
attn_0_0_outputs,_,0.6002983,-0.19355622,-0.1634157,0.4559526,-0.17681548,-0.016537467,0.18689774
attn_0_0_outputs,_,0.091072194,0.09924061,-1.2980884,0.11925101,-0.23901244,0.03548537,0.86046493
attn_0_0_outputs,_,-0.1725392,0.87008595,-0.17683123,-0.3093143,0.14630167,0.01835416,-0.07408545
attn_0_1_outputs,0,0.58659303,-0.52769285,0.054112267,-0.09987278,-0.049113095,0.0627079,0.4416099
attn_0_1_outputs,1,-0.13682193,0.7329507,-0.29141635,-0.35133836,-0.27791566,-0.048088957,-0.24083361
attn_0_1_outputs,2,0.28445163,-0.51386863,0.5709178,-0.058173973,0.2086127,0.03811316,-0.64259213
attn_0_1_outputs,3,-0.14224233,-0.77019083,-0.2662604,1.5477526,-0.22284985,-0.29023772,0.36549133
attn_0_1_outputs,4,0.27542698,-0.46129856,0.06743855,-0.16688274,0.37910104,0.031046757,0.43674123
attn_0_1_outputs,5,-0.012912586,-0.045502484,-0.0044006547,-0.27880642,-0.12468594,0.7750256,-0.41790566
attn_0_1_outputs,<pad>,-0.30842036,-0.2735092,-0.15765926,0.29378867,-0.24216686,-0.23212892,0.54974914
attn_0_1_outputs,<s>,-0.12380529,0.09018096,-0.25455865,0.65605825,-0.27789137,-0.2547013,0.80977774
attn_0_1_outputs,_,-0.43711326,0.6352595,0.13040952,0.3049547,0.143433,-0.23972239,-0.14954783
attn_0_1_outputs,_,0.20161383,0.6782507,1.1249444,-0.20104517,0.7942196,-0.16912097,0.0735996
attn_0_1_outputs,_,-0.021167388,0.38483918,0.75453085,-0.12210024,-0.30095413,0.24846627,0.1619395
attn_0_1_outputs,_,-0.80710644,-0.111943066,0.32899404,0.5021514,0.503974,0.5945691,0.3763069
attn_0_1_outputs,_,-0.024137914,-1.4646038,-1.1823683,0.021417974,0.36554992,-0.5049248,-0.20504743
attn_0_1_outputs,_,-0.98837435,-0.3325203,0.32122442,-0.19722845,-0.5795248,0.41964653,0.15144195
attn_0_1_outputs,_,-0.8348612,-0.37364587,0.56992793,0.029898083,-0.053986702,0.15840288,0.13733372
attn_0_1_outputs,_,-0.46411735,0.3056088,0.22886457,0.35794613,-0.29149553,0.26338908,0.3892323
attn_0_1_outputs,_,-0.73919266,0.3609755,0.19465186,0.54124206,0.7279492,-0.26997256,-0.98007196
attn_0_1_outputs,_,0.18378171,-0.9571184,-0.3109041,0.16158997,-0.5313236,-0.08946839,0.3698072
attn_0_1_outputs,_,-0.15798466,-1.185267,0.6461175,-0.04640608,0.21375738,0.29296717,0.25461033
attn_0_1_outputs,_,-0.3470382,-0.10953411,0.044030104,0.8802079,0.005773203,0.010380625,0.5955115
attn_0_1_outputs,_,-0.29765123,0.5369769,0.44450015,0.086837865,0.056568254,-0.31471917,0.3013248
attn_0_1_outputs,_,0.17566921,-0.5771565,0.24462627,-0.010784447,-0.28380975,-0.19006747,0.6780319
attn_0_1_outputs,_,-0.51531947,-0.09588043,-0.33312312,-0.57503504,0.5593217,0.13957852,0.44072518
attn_0_1_outputs,_,-0.14950426,1.0531574,1.1459773,0.06309147,0.38562497,-0.8449038,0.08858855
attn_0_1_outputs,_,0.57060313,-0.63167197,1.0193081,0.41366762,-0.4160627,-0.24196629,-0.30750322
attn_0_1_outputs,_,0.083634734,0.76033396,-0.6082457,-0.88176334,0.061580736,0.1436602,0.3979313
attn_0_1_outputs,_,-0.29761723,0.30934596,-0.44771743,-0.2874108,-0.06771452,-0.36653766,0.6614609
attn_0_1_outputs,_,0.17415267,0.04624525,-0.0037013106,-0.048262667,0.11608853,0.41527322,0.7799094
attn_0_1_outputs,_,-1.0477695,-0.36049026,0.450945,0.000613308,1.5948737,0.8056922,0.3122585
attn_0_1_outputs,_,-0.74846435,0.93939847,-0.042747416,0.24564923,-0.2776896,0.30067047,-0.5271922
attn_0_1_outputs,_,-0.32518154,-0.35080156,0.48813653,-0.42166346,0.54437417,-0.10658207,0.027641842
attn_0_1_outputs,_,0.54160905,0.7863914,0.39367107,0.0020924923,-0.11547769,-0.882617,0.06758458
attn_0_1_outputs,_,-0.147387,-0.28445747,-0.24692039,-0.19533412,0.9060596,0.10514926,-0.014576032
attn_0_1_outputs,_,0.63531387,0.2817623,0.26062268,-0.35229582,0.09316153,0.4904872,0.18774517
attn_0_1_outputs,_,0.34026888,-0.46228078,0.61172026,0.23138475,1.0219802,0.0770665,-1.1301861
attn_0_1_outputs,_,-0.20208173,-0.95977426,0.08646524,-0.06204337,-0.038017157,0.7970257,0.66841334
attn_0_1_outputs,_,-0.49062726,0.30691025,0.15634263,0.16160995,0.16066954,-0.19784953,-0.031171197
attn_0_1_outputs,_,-0.39224333,-0.27033064,0.3695034,-0.4399652,-0.29524463,0.14758737,0.004266665
attn_0_1_outputs,_,-0.48316106,-0.6504413,0.38569763,-0.03406856,0.5306874,0.6061606,0.6486468
attn_0_1_outputs,_,-1.0274847,-0.22646439,0.23514052,-0.5016668,-0.0277361,-0.20851547,0.28507203
attn_0_1_outputs,_,-0.73843306,0.1664897,0.41763923,0.21809739,0.20858806,0.8005415,-0.26846918
attn_0_1_outputs,_,-0.19581772,0.35459155,-0.029544074,0.053152494,-0.8519805,-0.46483898,-0.22271302
attn_0_1_outputs,_,-0.76088446,-0.115606934,0.42773247,-0.44543043,0.7311466,0.26563105,0.03497145
attn_0_1_outputs,_,-0.23088168,-0.8641881,0.3430445,-0.40807617,0.7271767,0.22052956,0.74967504
attn_0_1_outputs,_,-0.26919255,-0.1630438,0.35570067,-0.11163099,0.35010144,0.31016946,0.30190766
attn_0_1_outputs,_,0.2845036,-0.025571397,0.16820611,0.61087066,0.10475693,0.13629486,-0.057844758
attn_0_1_outputs,_,0.07110984,0.7803981,0.3639411,0.5848838,-0.42425662,0.33724076,0.0221637
attn_0_1_outputs,_,-0.46110165,-0.14352334,1.4324801,0.2549999,-0.1546259,0.1374365,-0.36045474
attn_0_1_outputs,_,-0.07591873,0.6575668,0.7970242,-0.19218971,-0.11739003,-0.3787154,-0.057424154
attn_0_1_outputs,_,-0.91964555,-0.7928752,-0.4561661,-0.16306359,1.0927677,0.4228803,-0.011425752
attn_0_1_outputs,_,0.13788871,-0.35806555,-0.5894381,-0.48711336,0.367381,0.6587907,-0.09208309
attn_0_1_outputs,_,-0.279041,-1.1217095,1.4667385,-0.06139313,0.17477451,0.26950598,-0.3450232
attn_0_1_outputs,_,-0.1496014,-0.1275754,-0.5078226,-0.2758459,0.76066685,-0.05075,-1.0575868
attn_0_1_outputs,_,-0.09134043,0.41033372,-0.03541171,-0.086697645,0.2571584,-0.3567214,-0.0663903
attn_0_1_outputs,_,0.26397568,-0.5587581,-0.017013865,0.42821047,-0.5125412,0.2967462,0.20457214
attn_0_1_outputs,_,-0.17674273,-0.08924906,0.13433939,-0.62699676,0.5255173,0.73315376,-0.49177817
attn_0_1_outputs,_,0.45581657,-0.11453421,0.18095809,-0.35510966,-0.40712494,-0.7757549,0.8931571
attn_0_1_outputs,_,-1.2354034,-0.4495952,0.70797247,-0.080967225,0.07418641,0.123718515,-0.25414884
attn_0_1_outputs,_,-1.0069779,0.18566827,0.5311062,-0.17234921,0.5313325,0.07297937,-0.009991273
attn_0_1_outputs,_,-0.4611246,-0.063992694,-0.03071387,0.39373237,0.5461828,0.6822566,-0.56242067
attn_0_1_outputs,_,0.17803101,-0.049611684,0.41760436,0.0023596147,0.5437311,0.13233916,-0.030375285
attn_0_1_outputs,_,-0.34743336,-0.27602223,0.68745154,-0.21989717,0.44435954,-0.4828531,0.1755098
attn_0_1_outputs,_,0.39920223,0.86177516,0.13337275,0.25910696,-0.23259607,-0.20479491,-0.29666138
attn_0_1_outputs,_,0.116092734,-0.50168175,0.95887834,-0.8854,0.8878968,-0.1343093,-0.16440338
attn_0_1_outputs,_,0.12983942,-0.12981613,0.8688214,-0.04262107,0.23634247,0.44250426,0.51213187
attn_0_1_outputs,_,0.9970677,-0.7114871,0.69386226,0.19336319,0.29717922,-0.49564692,-0.15046693
attn_0_1_outputs,_,-0.44851336,-0.10392104,0.5259236,-0.15829223,-0.6496287,0.15003572,0.52491933
attn_0_1_outputs,_,0.36980623,0.16172706,0.8071393,0.24121164,-0.31479937,-0.18719783,-0.15479225
attn_0_1_outputs,_,-0.31645545,-0.21019755,0.2664357,0.19786441,1.1133336,-0.37592527,-0.12203485
attn_0_1_outputs,_,-0.1831779,0.35270977,0.032646134,-0.37074766,-0.12115568,-0.36079136,0.69545937
attn_0_1_outputs,_,-0.012019301,-0.50305843,-0.12604241,0.20260891,0.65100306,-0.44514787,0.022037527
attn_0_1_outputs,_,-0.6207914,0.08738479,1.02021,-0.51775545,0.31319764,-0.22482076,0.65188706
attn_0_1_outputs,_,-0.6338418,-0.89545137,0.022666395,-0.6652913,0.33136714,0.047594905,0.23224467
attn_0_1_outputs,_,0.2631881,-0.052598998,0.02427848,0.3286795,0.52593213,-0.54853106,-0.9394297
attn_0_1_outputs,_,-0.3533928,-0.5770564,-0.14264737,-0.5271221,0.5129233,-0.15023907,0.23581053
attn_0_1_outputs,_,0.587018,0.06694724,-0.0073527023,0.5143246,-0.55482405,0.0032699257,-0.7976801
attn_0_1_outputs,_,-0.5282943,0.75998074,-0.15269418,0.018683638,-0.025337076,1.1580359,-0.09633651
attn_0_1_outputs,_,0.28111577,-0.57908493,-0.5351188,0.31285146,0.44792828,-0.35955575,0.1467588
attn_0_1_outputs,_,-0.24737565,-0.018123547,0.02897051,0.07401937,-0.034920737,-0.03556213,0.43580458
attn_0_1_outputs,_,0.4925172,-0.17007194,0.6979563,-0.4570397,0.3656836,0.5044159,0.3083062
attn_0_1_outputs,_,0.22198045,0.046295118,0.54310995,0.22513169,0.32694313,0.2679678,-0.2990747
attn_0_1_outputs,_,-0.33982173,0.9977478,0.18183406,0.3547739,0.6456555,0.045370325,0.8372754
attn_0_1_outputs,_,-0.23883054,0.59719294,-0.22469431,0.37997118,0.20310365,-0.69200575,-0.39400494
attn_0_1_outputs,_,0.23638605,-0.06925161,0.12534684,-0.06593957,0.7338615,1.8791611,-0.5979277
attn_0_1_outputs,_,-0.3792988,0.4156611,0.4746178,0.09952591,0.4762798,-0.4471186,0.500617
attn_0_1_outputs,_,0.023314582,0.56916416,0.23677206,-0.05601116,1.3574646,-0.51988214,-0.037211854
attn_0_1_outputs,_,0.015076352,-0.6983537,0.7620823,0.12916143,-0.046071056,0.29235682,-0.107137196
attn_0_1_outputs,_,0.10532776,0.025253132,0.07815749,-0.6736145,0.5393094,-0.12360019,0.25725764
attn_0_1_outputs,_,0.5870168,-0.18564679,0.6267778,-0.07561124,0.58090377,0.37675023,0.28841153
attn_0_1_outputs,_,-0.40900362,-0.17326662,-0.0320088,0.054510348,1.2169327,-0.26251158,-0.068300955
attn_0_1_outputs,_,-0.2230024,-0.29612228,-0.15302505,-0.16006559,0.13031565,0.11289938,-0.09226188
attn_0_1_outputs,_,-0.72526526,0.5064914,0.017868865,0.29498005,1.1639702,-0.78050387,0.18918048
attn_0_1_outputs,_,-0.05062592,-0.16685404,0.23844631,-0.42291436,0.8048091,0.5230921,-0.48618555
attn_0_1_outputs,_,-0.21520233,-0.3263117,0.5972831,-0.25812873,-0.28324696,0.033436824,0.32345733
attn_0_1_outputs,_,-0.32796162,-0.5840884,-0.13870175,0.7899714,0.38024217,-0.71419233,-0.05375145
attn_0_1_outputs,_,0.34640038,-0.5206085,-0.7829649,-0.5458493,0.63354105,0.6693828,0.73109025
attn_0_1_outputs,_,0.92653394,-0.42801103,-0.27616632,0.20457207,-0.22917064,-0.49825984,-0.024313238
attn_0_1_outputs,_,-0.5705652,0.7009907,0.37106013,-0.031997245,-0.50210345,0.03144109,0.1247621
attn_0_1_outputs,_,-0.45158365,-0.22617517,-0.48770112,0.24080957,0.7269271,0.15754256,0.67529905
attn_0_1_outputs,_,-0.58084506,0.496845,0.6257644,0.30627075,0.31346998,0.16278009,-0.34523788
attn_0_2_outputs,0,-0.43371385,-0.027632477,-0.031829283,0.012119566,-0.5163209,-0.11896456,-0.3292708
attn_0_2_outputs,1,0.51036245,-0.3024911,0.4322636,0.53154963,-0.09534004,0.51346713,-0.4377684
attn_0_2_outputs,2,0.31931594,0.018305447,-0.8714512,0.08934827,-0.2842991,0.0611208,-0.80763197
attn_0_2_outputs,3,0.24696349,0.119423725,0.31095314,-0.6310345,-0.20874624,0.18467693,-0.030650403
attn_0_2_outputs,4,0.1741423,0.17679523,-0.007217664,0.20847112,-1.070311,0.098344415,-0.16329882
attn_0_2_outputs,5,0.50126266,0.31462708,0.3502462,0.47924307,-0.05433152,-0.36574027,-0.015204181
attn_0_2_outputs,<pad>,-0.122058354,0.44120172,0.33612007,0.7603666,-0.03397014,0.22670303,0.7253307
attn_0_2_outputs,<s>,0.23919614,-0.06832565,0.1286951,0.22182043,-0.21025643,0.17755261,0.37229922
attn_0_2_outputs,_,-0.16537817,0.2310093,-0.3568058,0.1544291,-0.8788127,-0.25650087,0.58099836
attn_0_2_outputs,_,0.1809229,-0.6903045,0.07446036,0.06415373,0.14683215,-0.6032987,0.29912758
attn_0_2_outputs,_,-0.09950461,0.2952283,0.21162981,0.3618436,-0.24495447,-0.20825687,-0.77545846
attn_0_2_outputs,_,-0.6738953,-0.62459785,0.36819336,0.3440232,-0.34892556,0.7180375,0.33295432
attn_0_2_outputs,_,0.4285399,-0.29607147,-0.23435399,-0.054039475,0.5873603,-0.4510961,0.45560393
attn_0_2_outputs,_,-0.08975662,-0.6525598,0.13287763,-0.11104153,-0.6623445,0.7414894,0.19957796
attn_0_2_outputs,_,-0.3689754,-0.6130034,0.29776102,0.09094576,-0.040899113,-0.147975,0.4470933
attn_0_2_outputs,_,0.2865155,0.06713754,-0.8515934,0.35052505,-0.19485596,-0.8863638,-0.081785865
attn_0_2_outputs,_,-0.24061443,0.5189565,-0.6334921,0.1219778,-0.34506315,0.85368943,0.42749497
attn_0_2_outputs,_,0.09461788,0.038235743,-0.70805556,0.1896382,-1.1834409,0.3395834,1.0097468
attn_0_2_outputs,_,0.751325,-0.5223744,-0.13445185,0.5482698,0.15080741,0.41853133,-0.22729713
attn_0_2_outputs,_,-0.27240843,0.24479729,-0.5159085,-0.16686828,-0.81469744,-0.28834,0.6114776
attn_0_2_outputs,_,-0.16425578,-0.43098715,-0.79249114,0.1596316,0.043854382,0.74273485,-0.1592688
attn_0_2_outputs,_,-0.044787142,-0.58688426,0.181372,-0.13871892,-0.14250438,-0.23778209,0.8352834
attn_0_2_outputs,_,-0.46372506,-0.38248834,-0.5441657,-0.3131597,-0.21691285,0.21359059,0.58967155
attn_0_2_outputs,_,-0.36247322,0.7165666,0.8336397,-0.017072167,-0.60934186,-0.24757403,0.18748276
attn_0_2_outputs,_,-0.4342925,-0.98549205,0.08471974,0.80295587,-0.25952622,0.12846142,-0.010511277
attn_0_2_outputs,_,0.76802015,0.55455977,-0.7884743,-1.2751687,0.4226766,-0.51889545,0.3988942
attn_0_2_outputs,_,0.4900353,-0.092754155,-0.26508197,0.0022775633,-0.9523366,0.075597845,0.057535965
attn_0_2_outputs,_,0.39077863,0.00988908,-0.4067627,-0.44181088,0.57979226,-0.73645014,-0.16994552
attn_0_2_outputs,_,0.5244097,-0.24759813,-0.11548284,0.08653641,-0.2432388,0.41503558,0.34195846
attn_0_2_outputs,_,0.1330413,-0.21621355,-0.36788848,0.4314863,-0.10573759,0.1463473,-0.23553602
attn_0_2_outputs,_,-0.06715434,-0.24874358,-0.39725983,-0.13788366,0.23586093,0.015150978,-0.083114095
attn_0_2_outputs,_,0.033493645,0.17292112,-0.5890586,0.8900167,-0.39532155,0.05981685,0.32990012
attn_0_2_outputs,_,0.060405724,-0.6581249,-0.40583447,-0.32320943,-0.49389496,0.6832967,0.7287709
attn_0_2_outputs,_,-0.07264993,-0.26997057,-0.5829288,0.6301547,-0.3759916,0.16965656,-0.22070847
attn_0_2_outputs,_,-0.15022151,-0.899262,-0.36001024,0.1163273,-0.08452275,-0.86913073,-0.28841853
attn_0_2_outputs,_,-0.23561104,-0.04451788,-0.4538707,-0.028852163,-0.44940612,0.19599442,0.011804347
attn_0_2_outputs,_,-0.45086747,-0.41966283,0.18967935,-0.35508057,0.7558831,0.5723865,0.43788365
attn_0_2_outputs,_,0.40579104,0.46527594,0.5596584,-0.5830117,-0.8686117,-0.15690325,-0.107727334
attn_0_2_outputs,_,0.21302928,0.33382156,-0.32669345,-0.3802862,-0.18783408,0.71972156,0.07072701
