feature,value,0,1,2,3,4
attn_1_2_outputs,<pad>,-0.45186085,-0.073816985,-0.19964653,0.6036208,1.1598113
attn_1_2_outputs,<s>,-1.0838689,0.26973617,0.78269225,3.9855945,-4.953563
attn_1_2_outputs,_,0.056612823,0.106579825,0.5112285,0.15378939,-0.40652582
attn_1_2_outputs,_,0.53939337,-0.24678004,0.3568422,-0.022891898,0.21384834
attn_1_2_outputs,_,0.21712704,-0.3246411,0.7029482,-0.37587953,-0.15388817
attn_1_2_outputs,_,-0.8319414,-0.03212073,-0.31909037,0.3933516,-0.58085066
attn_1_3_outputs,0,-0.15241551,-0.5115737,-0.8321576,0.37545392,0.51938075
attn_1_3_outputs,1,-2.524323,-0.15741292,-0.08707648,0.60258687,-0.03301361
attn_1_3_outputs,2,-1.8121792,-0.33481023,1.759107,-0.11535605,0.39268854
attn_1_3_outputs,3,-2.248104,-1.1140566,0.5256137,2.5524325,1.8683192
attn_1_3_outputs,4,-3.9184587,-2.2824059,-0.19969104,1.5709426,3.51602
attn_1_3_outputs,</s>,2.6583133,0.5070088,-0.99289376,0.2849839,1.4879742
attn_1_3_outputs,<pad>,0.034324758,-0.32668427,-0.09759874,0.33799198,0.91961426
attn_1_3_outputs,<s>,-1.4973152,-2.677551,-2.299775,1.0186838,3.9414322
attn_1_3_outputs,_,-0.6569088,0.22857177,0.08967243,-0.5030467,-0.110793516
attn_1_3_outputs,_,0.043931086,-0.31953028,-0.2393484,-0.12476886,0.003366757
attn_1_3_outputs,_,0.12338869,0.5697133,-0.30107513,0.30226913,0.013523982
attn_1_3_outputs,_,-0.007020734,-0.22560056,0.4017844,0.082897395,-0.12840444
attn_2_0_outputs,0,-1.4944756,-1.1732416,-1.7648295,-0.06692035,0.49850258
attn_2_0_outputs,1,-2.361195,-0.5261818,-0.21286522,0.8172604,0.50880367
attn_2_0_outputs,2,-1.0975949,-0.22985625,0.511154,0.40654525,0.46409336
attn_2_0_outputs,3,-1.5954001,-0.35797262,-0.011943869,2.0888476,1.4767262
attn_2_0_outputs,4,-2.326433,-0.76545143,-0.07523266,1.8145396,3.1696506
attn_2_0_outputs,</s>,-2.053384,-0.89659595,-0.5181404,1.452157,2.1212502
attn_2_0_outputs,<pad>,-0.39783648,0.83110654,-0.32500258,0.16464324,0.53585136
attn_2_0_outputs,<s>,-2.4849432,-3.5273242,-0.06155499,0.71102005,2.1978858
attn_2_0_outputs,_,-0.5332073,-0.06616412,-0.17551836,1.0641437,0.10003165
attn_2_0_outputs,_,0.010421969,-0.1055143,0.8101322,0.22921781,0.17327806
attn_2_0_outputs,_,0.5069083,0.10442167,-0.581219,0.35200062,0.4606947
attn_2_0_outputs,_,-0.40318662,-0.68111175,-0.097856104,-0.07333189,0.34190372
attn_2_1_outputs,0,11.485626,-7.2833304,-5.145678,-0.19205554,0.40537846
attn_2_1_outputs,1,-2.9760838,1.7845278,-2.1445475,0.98253846,1.1491735
attn_2_1_outputs,2,-0.04216511,1.2800266,4.9261913,-1.4754674,-4.8723125
attn_2_1_outputs,3,-8.628312,-2.5259278,-1.8817129,6.979712,-3.0483935
attn_2_1_outputs,4,4.1402035,-5.4093537,-5.3748107,0.23789217,7.589956
attn_2_1_outputs,</s>,-4.5918193,-2.327733,3.1143012,1.8540081,2.1295416
attn_2_1_outputs,<pad>,-0.7849176,0.08068741,-0.013163245,0.3004676,-0.0011116349
attn_2_1_outputs,<s>,-4.569667,1.8614506,2.384927,-0.47333843,0.5086547
attn_2_1_outputs,_,0.4648472,-0.17392276,-0.116269246,0.09268351,-0.78569764
attn_2_1_outputs,_,0.12014397,-0.71524745,-0.1430313,-0.34026384,-0.26376984
attn_2_1_outputs,_,-0.004374891,-0.17256375,-0.030296996,0.48632225,0.01909968
attn_2_1_outputs,_,0.28655624,-0.2698561,0.18856768,-0.57622164,0.3221182
attn_2_2_outputs,0,-2.1052635,-1.7045546,-1.1227113,0.32630873,0.96727407
attn_2_2_outputs,1,-1.9040837,-1.2325716,-0.3914063,0.64952046,0.6006479
attn_2_2_outputs,2,-0.8539432,-0.7977109,0.38698032,0.54459244,1.0100273
attn_2_2_outputs,3,-1.2513986,-1.036211,0.13579762,1.8076756,1.5713387
attn_2_2_outputs,4,-1.1877483,-1.1846217,0.19376878,1.6389481,3.1310472
attn_2_2_outputs,</s>,-1.0019011,-0.21858393,0.5897522,1.5182929,0.80352217
attn_2_2_outputs,<pad>,-0.13066065,-1.0132564,0.099367395,0.15093513,0.29626417
attn_2_2_outputs,<s>,-1.1842089,-1.8683662,0.10362281,0.9639034,1.6653852
attn_2_2_outputs,_,-0.4037901,0.6562876,0.10625224,0.093468346,-0.5587861
attn_2_2_outputs,_,0.5523423,0.36046746,-0.13240449,0.09136464,-0.18027227
attn_2_2_outputs,_,0.4635914,-1.1494182,-0.0617686,-0.21577947,0.1497785
attn_2_2_outputs,_,-0.5497239,-0.056945365,-0.15219745,-0.619659,-0.23888418
attn_2_3_outputs,0,0.8841212,0.11647435,-0.6306479,0.09654539,0.5695211
attn_2_3_outputs,1,-0.8906593,0.3630324,-0.085316546,0.1766727,-0.11787079
attn_2_3_outputs,2,-2.1715326,-0.6422757,1.0080934,0.045631107,0.7335976
attn_2_3_outputs,3,-1.4843208,-1.0734937,0.16295364,2.4790418,2.2370567
attn_2_3_outputs,4,-2.4889674,-1.8960919,-0.74498427,1.1015171,3.6244822
attn_2_3_outputs,</s>,-3.1368604,-2.4655929,-1.4249593,1.5941625,4.1563606
attn_2_3_outputs,<pad>,-1.1644694,-0.23028934,-0.39539325,-0.48124877,1.2832375
attn_2_3_outputs,<s>,-7.7746186,-2.8152187,-1.048938,2.988143,2.6332693
attn_2_3_outputs,_,0.14296457,0.04031703,-0.052128535,0.12955712,0.25802606
attn_2_3_outputs,_,0.15311426,-0.51877743,1.4818205,0.14018637,0.27294406
attn_2_3_outputs,_,-1.0042266,-0.35614532,0.9294502,0.79459894,0.28291613
attn_2_3_outputs,_,-0.33567438,0.43300837,0.6625238,-0.08349805,0.13177732
mlp_0_0_outputs,0,0.0022973644,-0.15063716,0.47867513,0.21367028,-0.3122854
mlp_0_0_outputs,1,0.26227346,0.5832967,-0.5739563,-0.42201245,-0.5983575
mlp_0_0_outputs,10,0.9519162,0.98624754,-0.33348584,-0.38637874,-1.1124651
mlp_0_0_outputs,11,0.25351834,0.2780015,-0.20905901,0.5556499,-0.44041187
mlp_0_0_outputs,2,5.154758,3.522925,-4.3142614,-5.6438346,-9.4285
mlp_0_0_outputs,3,-3.7863553,-0.46137813,2.7657456,0.0035825477,4.3686647
mlp_0_0_outputs,4,0.62573504,0.17717275,-0.56780714,0.2296945,-0.2142317
mlp_0_0_outputs,5,-1.0262426,-0.47143003,0.24455094,0.22300695,0.110730484
mlp_0_0_outputs,6,0.4825612,0.37497744,-0.27494386,-0.21460474,-0.110062204
mlp_0_0_outputs,7,-11.019889,-4.391317,0.16566764,3.0508378,4.0055766
mlp_0_0_outputs,8,0.6173406,0.018942833,-0.0012723092,0.23937881,-0.29648766
mlp_0_0_outputs,9,0.48583785,-0.5148669,0.4965984,-0.19700184,0.557861
mlp_0_1_outputs,0,-3.1236498,-1.8379922,3.026317,1.2787222,-1.6268079
mlp_0_1_outputs,1,-9.0533085,6.7677956,-2.8109043,2.6814077,4.162892
mlp_0_1_outputs,10,-0.43347612,-0.2745455,0.4306188,-0.074054874,0.24728511
mlp_0_1_outputs,11,0.06047082,-0.72126263,-0.25648162,-0.17519782,0.8664937
mlp_0_1_outputs,2,0.20792444,-0.115045965,0.4764984,-0.372304,0.5305431
mlp_0_1_outputs,3,1.8260006,-0.022340938,-1.232423,-0.9590301,0.0599972
mlp_0_1_outputs,4,-6.6019535,-7.4961176,0.56774056,3.6349468,5.3458242
mlp_0_1_outputs,5,0.77006954,-0.16717114,-0.7167534,-0.2666639,-1.2957506
mlp_0_1_outputs,6,-0.6245349,-0.5726826,-0.3112939,0.52753025,2.6925828
mlp_0_1_outputs,7,3.5655065,1.6305802,-0.9613794,-3.646764,-6.415308
mlp_0_1_outputs,8,0.024178341,0.46148953,0.3065181,-0.46175528,-0.3660706
mlp_0_1_outputs,9,0.32899997,-0.005805834,-0.76201934,-0.22396635,-0.16250448
mlp_1_0_outputs,0,-0.5722972,-0.33531713,-0.44157696,0.42276567,0.70439047
mlp_1_0_outputs,1,-0.037427884,-0.16118377,-0.044517558,0.4733498,0.06654378
mlp_1_0_outputs,10,-2.658618,-1.0085644,1.651999,0.9323013,2.317582
mlp_1_0_outputs,11,0.90553075,0.29014653,-0.79583126,-2.8903594,-6.144743
mlp_1_0_outputs,2,-0.14462721,0.80480975,-0.057313148,-0.26485187,0.30596355
mlp_1_0_outputs,3,1.0956005,1.8029275,-0.76493645,-1.0389931,-0.29573804
mlp_1_0_outputs,4,0.051553518,0.14888923,-0.54824626,-0.15061334,0.29795843
mlp_1_0_outputs,5,1.4006686,0.15505697,-0.5932439,-0.2841979,-0.14533478
mlp_1_0_outputs,6,-0.86913735,-0.45823947,0.062056538,0.7989811,0.4317943
mlp_1_0_outputs,7,-9.888159,-3.6191928,-0.31584203,3.1044695,3.5266814
mlp_1_0_outputs,8,-0.011327018,-0.19097102,-0.41956207,0.5029717,-0.04635259
mlp_1_0_outputs,9,-0.25308803,-0.10266703,-0.31897277,0.3286271,-0.31413418
mlp_1_1_outputs,0,-1.4048939,-1.3102863,-0.4849239,1.1349615,1.554611
mlp_1_1_outputs,1,-0.623978,-0.7939013,-0.23363759,0.7665574,2.4992952
mlp_1_1_outputs,10,-1.0426059,-0.49247825,0.6461383,1.1131794,2.143712
mlp_1_1_outputs,11,-1.284132,-0.5638833,-0.2294811,0.827447,1.9257121
mlp_1_1_outputs,2,-0.7753361,-0.66569924,0.053136818,1.4402223,1.7019405
mlp_1_1_outputs,3,-0.6995124,-0.16560923,0.3130297,1.0198348,1.0026572
mlp_1_1_outputs,4,-0.99081314,-1.685707,-0.651098,0.95696014,1.5791115
mlp_1_1_outputs,5,-2.2070735,-1.3471777,-0.269899,0.871404,1.4626081
mlp_1_1_outputs,6,-1.5045074,-1.8689958,-0.8539037,1.0929716,1.5978035
mlp_1_1_outputs,7,-1.1021469,-1.0158435,-0.70743364,0.88998973,1.0883293
mlp_1_1_outputs,8,-1.5325627,-1.1532466,0.007580941,1.4026176,2.0211875
mlp_1_1_outputs,9,-1.254786,-1.044677,-0.09247075,1.498989,1.9695697
mlp_2_0_outputs,0,0.6278696,-0.40332952,1.4385527,0.16283152,-1.3597999
mlp_2_0_outputs,1,-8.339265,-2.6098824,-1.2282587,2.6895394,4.030737
mlp_2_0_outputs,10,-0.32152995,-0.32449937,0.37082675,-0.41675812,0.030325973
mlp_2_0_outputs,11,-2.5069056,0.40860355,1.6286399,2.005698,-0.31531507
mlp_2_0_outputs,2,0.5630045,0.82210594,0.59235454,-0.16334052,0.05906147
mlp_2_0_outputs,3,-1.6361057,-3.0798478,1.2176424,1.2279693,3.7580082
mlp_2_0_outputs,4,-0.2211584,0.53661156,0.47707093,-0.48101342,-0.112179816
mlp_2_0_outputs,5,0.15989614,-1.0592649,-0.033207964,0.70827526,1.1733155
mlp_2_0_outputs,6,-0.9753457,-1.0802289,1.558779,-0.62428856,-0.8213185
mlp_2_0_outputs,7,1.2507024,-2.0810497,-0.36422545,0.40108648,0.08512615
mlp_2_0_outputs,8,1.3867682,-0.78996736,0.15241635,-0.45414206,0.28411353
mlp_2_0_outputs,9,0.12085228,0.073783964,0.46434778,-0.26012868,0.0809704
mlp_2_1_outputs,0,-6.743876,-2.0491252,1.7467359,2.5016894,1.668552
mlp_2_1_outputs,1,-0.37540922,-0.12081876,-0.28793707,0.80579,1.177288
mlp_2_1_outputs,10,-0.5529082,-0.72655094,-0.029763332,0.7503763,1.0588402
mlp_2_1_outputs,11,-0.065489925,-0.9565998,-0.38240668,0.60075617,1.2226725
mlp_2_1_outputs,2,-0.09238672,-0.7983694,0.029631002,1.0131358,1.1692575
mlp_2_1_outputs,3,-0.54051363,-0.49263918,-0.7336585,0.45477742,1.0402305
mlp_2_1_outputs,4,-0.64094234,-1.0339689,-0.16799422,0.85027575,0.92513317
mlp_2_1_outputs,5,0.092318095,-0.57907236,-0.016444357,1.0653203,1.3016614
mlp_2_1_outputs,6,-0.7888674,-0.2779324,-0.5073985,0.8230952,1.4537381
mlp_2_1_outputs,7,-0.32046562,-0.95897985,-0.25592446,0.67034197,1.022934
mlp_2_1_outputs,8,0.40482724,-0.70408607,-0.13467906,1.1620145,1.202915
mlp_2_1_outputs,9,-0.28529492,-0.53097373,0.022404902,1.1814651,1.2458609
num_attn_0_0_outputs,_,3.4758973,3.840925,-1.1236393,-4.184756,-6.351615
num_attn_0_1_outputs,_,8.504117,-1.824524,1.0193923,-1.3780541,-2.186122
num_attn_0_2_outputs,_,6.8192625,5.5245633,-0.13191216,-6.1483145,-8.978227
num_attn_0_3_outputs,_,1.1729859,3.129171,5.092208,-1.5152755,-5.6867795
num_attn_1_0_outputs,_,1.5687019,0.6853505,-0.40561327,-1.2195598,-1.6936829
num_attn_1_1_outputs,_,2.9967463,1.3991542,0.23913592,-1.8325843,-3.3217638
num_attn_1_2_outputs,_,-0.8667374,0.67532533,-0.2191759,-0.5058632,-0.5281742
num_attn_1_3_outputs,_,1.5336856,0.9759251,0.085344695,-1.3530108,-2.954827
num_attn_2_0_outputs,_,-0.07375446,0.05219876,-0.0451649,-0.20876312,-0.4378763
num_attn_2_1_outputs,_,-0.8106432,0.019775366,0.6776564,0.8288837,-2.4501102
num_attn_2_2_outputs,_,0.86648315,0.56972,-0.27673122,-0.4646426,-0.6812223
num_attn_2_3_outputs,_,0.7484491,0.9587026,0.46984413,-0.93718415,-1.5517529
num_mlp_0_0_outputs,0,-0.86788243,-0.7203574,0.64788747,0.56113935,1.5654763
num_mlp_0_0_outputs,1,-1.9568406,-0.87037283,-0.17511266,0.5445887,1.5096899
num_mlp_0_0_outputs,10,-0.98395735,0.008249985,0.75471187,1.122232,0.9862863
num_mlp_0_0_outputs,11,-1.3757867,-1.7617823,-0.47131318,1.6179775,2.0081882
num_mlp_0_0_outputs,2,-1.5894864,-1.3897347,-0.039615024,0.0952639,1.5194021
num_mlp_0_0_outputs,3,-0.4227431,-0.7261687,-0.18210538,1.3669474,1.5473905
num_mlp_0_0_outputs,4,-0.4649604,-1.0118959,-0.3343051,1.6738502,2.1314995
num_mlp_0_0_outputs,5,-0.9760753,-0.52427524,0.6139219,0.6878234,1.8074679
num_mlp_0_0_outputs,6,-1.3761848,-0.67351717,0.5591939,0.85575056,1.3072673
num_mlp_0_0_outputs,7,-0.502155,-0.85967565,0.042162165,0.4343961,1.6388475
num_mlp_0_0_outputs,8,-0.6154224,-0.5260116,0.3283254,0.67224187,1.1645168
num_mlp_0_0_outputs,9,-1.4337037,-0.75718755,0.65119755,1.0455053,1.2863804
num_mlp_0_1_outputs,0,-0.6697056,0.20843047,-0.34294438,0.8565937,1.4703207
num_mlp_0_1_outputs,1,-1.4496739,-1.4816344,0.6362828,1.0589,1.98512
num_mlp_0_1_outputs,10,-1.1529266,-0.4515134,-0.66345847,0.9103717,1.5914229
num_mlp_0_1_outputs,11,-0.7623123,0.15741879,-0.11897971,0.87664723,1.2223661
num_mlp_0_1_outputs,2,-1.7183969,-0.81106144,-1.956334,1.4195105,1.45772
num_mlp_0_1_outputs,3,-1.3336784,-0.14829214,-1.7086667,1.2742019,2.6019363
num_mlp_0_1_outputs,4,-1.3764515,-1.0763879,0.45032606,1.6133767,2.2296467
num_mlp_0_1_outputs,5,-1.6972666,-0.25773528,-1.2918683,1.3773974,1.6595272
num_mlp_0_1_outputs,6,-0.9669939,-0.012944747,-0.38245848,1.4161116,1.483298
num_mlp_0_1_outputs,7,-0.72284985,0.18544553,-0.37045556,1.3512311,1.2983469
num_mlp_0_1_outputs,8,-0.36658296,0.17839946,-0.104939915,0.98311764,1.5826403
num_mlp_0_1_outputs,9,-1.2408223,-0.43014556,-1.2328659,2.2482388,1.9328698
num_mlp_1_0_outputs,0,-2.846955,-0.6260798,0.37499595,0.7169675,1.2287638
num_mlp_1_0_outputs,1,-2.3297436,-0.5161033,0.5292696,1.0813546,1.5203352
num_mlp_1_0_outputs,10,-1.9547702,-0.19058321,0.13315417,1.0384938,1.5561122
num_mlp_1_0_outputs,11,-3.0261705,-0.35005346,0.19198012,0.88955545,1.4396107
num_mlp_1_0_outputs,2,-1.276752,-0.018873107,0.2754178,1.1673229,1.7291644
num_mlp_1_0_outputs,3,-2.2689703,-0.017220182,0.14025423,1.1377628,1.943595
num_mlp_1_0_outputs,4,-2.381984,-0.41693458,0.20236082,0.8028676,1.3342067
num_mlp_1_0_outputs,5,-1.4031514,0.21985388,0.7600815,1.6198694,1.4795402
num_mlp_1_0_outputs,6,-2.4928923,-0.47555798,0.06381713,0.9400215,1.4697262
num_mlp_1_0_outputs,7,-1.8756198,-0.20118964,0.6259093,1.4758841,1.7491068
num_mlp_1_0_outputs,8,-2.5899475,-0.29407322,0.5320815,1.2584914,1.8349388
num_mlp_1_0_outputs,9,8.990663,-2.3541944,-4.603027,-1.6934514,-0.72008264
num_mlp_1_1_outputs,0,-2.0584013,0.6061978,-0.89492345,0.84677917,0.59395325
num_mlp_1_1_outputs,1,-1.1880473,1.2818558,-1.3054526,0.14561528,0.46615735
num_mlp_1_1_outputs,10,-0.17658626,-1.137049,0.13935935,0.7852507,0.8569931
num_mlp_1_1_outputs,11,-8.172294,-10.958497,1.0443166,3.532247,4.585539
num_mlp_1_1_outputs,2,-1.0005213,-2.247544,0.74630183,0.9906114,1.9128253
num_mlp_1_1_outputs,3,-0.4782478,1.498724,-0.5298059,0.49637312,0.7613362
num_mlp_1_1_outputs,4,-2.3498144,-4.997451,1.3258055,2.2750509,2.106012
num_mlp_1_1_outputs,5,-0.73101705,1.4098845,-1.0258366,0.3111071,0.32909465
num_mlp_1_1_outputs,6,0.20237076,-2.4147713,1.19196,1.1914793,1.7626258
num_mlp_1_1_outputs,7,-0.717748,-0.71628404,0.4909443,1.0672711,1.7555842
num_mlp_1_1_outputs,8,0.69607157,-2.3243341,0.50452125,1.2542155,1.6636498
num_mlp_1_1_outputs,9,4.83115,-0.99768895,0.36080965,0.9542456,1.4927616
num_mlp_2_0_outputs,0,-3.1574028,-1.0343672,1.1889615,1.4731771,2.1900344
num_mlp_2_0_outputs,1,-0.85638237,-0.45302233,-0.25960058,0.10581259,1.8646351
num_mlp_2_0_outputs,10,-1.5271432,-0.5987651,0.66925,1.1445345,1.5211868
num_mlp_2_0_outputs,11,-3.8904297,-2.046852,-0.53963095,1.509477,3.3346987
num_mlp_2_0_outputs,2,-1.7728537,-1.1725318,0.58295304,1.4104317,1.768838
num_mlp_2_0_outputs,3,-1.5599471,-1.2121191,0.6785919,0.85830534,1.5108922
num_mlp_2_0_outputs,4,-3.6187906,-3.9171033,-0.070418485,0.5371913,1.313671
num_mlp_2_0_outputs,5,-1.0523903,-0.88849616,0.38501996,0.80511916,1.3310155
num_mlp_2_0_outputs,6,-0.90221643,-1.0258363,-0.38374847,1.1076059,1.9293985
num_mlp_2_0_outputs,7,0.76386887,-0.7520733,-0.28580832,1.3278463,1.5058309
num_mlp_2_0_outputs,8,0.9387431,0.530213,0.008153417,-0.5191591,-0.04418451
num_mlp_2_0_outputs,9,-1.7473823,-1.0119234,0.52182287,0.92153186,1.7152357
num_mlp_2_1_outputs,0,-1.5892538,-0.53617644,-0.23563115,1.1606271,1.4243416
num_mlp_2_1_outputs,1,-1.5752155,-0.9245042,0.21514294,1.3621324,2.3669052
num_mlp_2_1_outputs,10,-1.1141442,-0.3775156,-0.25798392,0.51189846,1.2274536
num_mlp_2_1_outputs,11,-0.6157174,-0.5511037,-0.02953095,0.59683967,1.3050301
num_mlp_2_1_outputs,2,1.1574812,1.0200732,1.0789402,1.9372122,2.869657
num_mlp_2_1_outputs,3,-0.91174734,-0.292257,0.2590069,0.3369553,0.6500682
num_mlp_2_1_outputs,4,-0.3193587,-0.06395296,0.11230916,0.67194575,2.1628623
num_mlp_2_1_outputs,5,-0.8668131,-0.31559768,-0.26829943,1.1156291,1.7744744
num_mlp_2_1_outputs,6,-0.6987977,-0.6299946,-0.52645904,0.19687498,0.73708546
num_mlp_2_1_outputs,7,-0.9240382,-0.61856896,-0.34131104,0.050739434,0.92026097
num_mlp_2_1_outputs,8,-0.9789717,-0.41380483,-0.25907063,0.43010673,1.5509393
num_mlp_2_1_outputs,9,-0.19387607,-0.5833663,-0.009550369,0.3076691,0.70312726
ones,_,-2.3753989,-0.70134914,-0.036657065,0.7089219,0.8826809
