feature,value,0,1,2,3,4
attn_0_3_outputs,<pad>,-0.21942878,-0.23250587,-0.22972067,-0.1366693,1.0014521
attn_0_3_outputs,<s>,1.476347,3.105537,4.363964,-5.877295,-4.0535827
attn_1_0_outputs,0,10.199094,2.4962254,-2.786436,-6.99779,-10.0378475
attn_1_0_outputs,1,2.5536363,5.61493,-0.0074011143,-4.4643717,-7.2341623
attn_1_0_outputs,2,-3.019833,-0.21217494,3.826487,-0.43705228,-3.035883
attn_1_0_outputs,3,-6.5410256,-3.7322075,0.19210884,5.1074185,2.3306665
attn_1_0_outputs,4,-8.5323715,-5.907957,-2.335055,2.4458714,9.0754385
attn_1_0_outputs,</s>,-6.1680036,-6.030762,-1.1948588,4.594618,8.893473
attn_1_0_outputs,<pad>,-0.23632498,0.7014182,-0.048797056,0.03808011,0.30664384
attn_1_0_outputs,<s>,-0.037937794,-0.3255788,0.020381428,-0.0074800127,-0.18946992
attn_1_1_outputs,0,10.850481,2.4819171,-2.9675205,-7.269075,-10.025093
attn_1_1_outputs,1,3.0748005,5.8123655,-0.14241187,-4.406194,-7.2260985
attn_1_1_outputs,2,-2.4003036,-0.016537819,3.668846,-0.8353486,-3.4755578
attn_1_1_outputs,3,-5.8502083,-3.5911942,0.013518092,4.8299274,2.3335462
attn_1_1_outputs,4,-7.176987,-5.124237,-1.8497809,2.6308067,8.563623
attn_1_1_outputs,</s>,-7.055023,-3.789739,-2.0509994,5.3476167,10.256024
attn_1_1_outputs,<pad>,-0.3298092,0.2312814,0.19050255,0.4413891,0.49943966
attn_1_1_outputs,<s>,-2.7187154,-3.0757513,-0.83078283,3.1402724,5.257803
attn_1_2_outputs,0,5.7014356,-0.5382693,-2.5441127,-2.9931417,-2.638787
attn_1_2_outputs,1,-0.53570175,3.1018422,-0.03764952,-2.015789,-4.7758775
attn_1_2_outputs,2,-0.63690376,0.7294488,1.3785778,-0.0057201004,-3.1009524
attn_1_2_outputs,3,-2.8606179,0.030513648,1.3208588,1.3586249,-1.3937407
attn_1_2_outputs,4,-5.1417184,-2.188656,-0.28552854,0.29565614,5.314402
attn_1_2_outputs,</s>,-1.8929592,-0.96023226,-0.3666017,-0.6011113,3.8440194
attn_1_2_outputs,<pad>,-1.2086701,0.28626928,0.12750569,-0.5537475,0.07437435
attn_1_2_outputs,<s>,-2.3521903,-2.6255264,-2.193563,3.3487406,6.4704623
attn_1_3_outputs,0,2.220435,1.6410692,-0.55692214,-4.388267,-2.4013994
attn_1_3_outputs,1,2.165114,0.94519603,-0.700843,-2.6602058,0.35571784
attn_1_3_outputs,2,0.14882477,0.35544968,2.2030292,-2.7940118,-0.045370534
attn_1_3_outputs,3,-6.532252,-5.889616,-3.645716,6.187427,1.4983777
attn_1_3_outputs,4,-1.500358,0.30892214,0.6601866,-1.4011414,2.3686273
attn_1_3_outputs,</s>,-1.0578136,-0.36284462,0.3598739,-0.13294022,1.7023063
attn_1_3_outputs,<pad>,-0.84932154,-0.022128114,0.2994695,0.22770393,0.9849212
attn_1_3_outputs,<s>,-0.008112758,1.3672168,0.68798393,-2.2088232,0.68562394
mlp_0_0_outputs,0,4.7375555,0.12650791,-3.6747375,-7.6022406,-12.0553255
mlp_0_0_outputs,1,7.153587,0.9130912,-2.2906072,-7.3933706,-14.304658
mlp_0_0_outputs,2,-2.5999017,3.137341,2.167613,-0.05356443,-3.9920783
mlp_0_0_outputs,3,-18.531084,-7.984729,-1.1787442,4.4537835,6.4985275
mlp_0_0_outputs,4,-0.5324416,-0.67154056,0.36737317,-0.5206478,1.1820991
mlp_0_0_outputs,5,-0.8851738,-0.5739465,-0.015249844,0.1828427,0.44987503
mlp_0_0_outputs,6,-15.528501,-0.100802,1.7771511,2.0978029,-0.036824178
mlp_0_0_outputs,7,-0.51180696,-0.7979309,1.08095,0.41715994,-0.4127456
mlp_1_0_outputs,0,-2.337417,-3.1397903,-1.604209,1.4907522,2.5732436
mlp_1_0_outputs,1,-1.9242225,-5.6033707,-2.272106,1.5764481,3.2707322
mlp_1_0_outputs,2,-5.6433234,-0.70151675,1.1742759,2.8376389,0.3468857
mlp_1_0_outputs,3,-0.48777562,0.1908928,2.7274218,-1.2699659,0.06636054
mlp_1_0_outputs,4,4.5293455,2.1994386,-0.93378985,-11.686336,-23.927347
mlp_1_0_outputs,5,0.01753505,0.21795005,-0.112815164,0.12582451,0.110900946
mlp_1_0_outputs,6,3.51483,2.0721662,-0.8584769,-4.74859,-6.2174745
mlp_1_0_outputs,7,-12.001035,-6.787081,4.530485,6.8134503,9.706905
ones,_,-0.17705318,0.11293669,0.16102698,0.4983671,0.8832721
positions,0,-0.4224545,1.0454371,0.029011505,0.0859931,-0.22635554
positions,1,12.188551,4.9344215,-3.6908803,-15.45867,-21.244125
positions,2,-0.40548807,1.5512778,9.3561125,1.6810956,-14.717621
positions,3,2.9532883,4.8994627,-1.0220649,-1.6585783,-6.3783937
positions,4,-5.9738717,-3.0073173,-1.993148,4.4218044,7.766172
positions,5,-25.717617,-7.75952,0.73929065,6.1260185,7.2923694
positions,6,-10.225692,-8.070086,-3.50106,4.0417023,7.7002783
positions,7,0.45020753,0.3057756,-0.5510827,0.1780851,0.34054205
tokens,0,10.935577,2.743407,-2.639224,-6.0076694,-8.407066
tokens,1,2.4307806,4.9876547,-0.3714619,-3.7677612,-6.2061005
tokens,2,-3.549475,-1.1810781,2.9625523,-0.65409034,-2.5950575
tokens,3,-7.26353,-4.9242115,-1.0773678,4.8370366,2.6050327
tokens,4,-8.399316,-6.4731865,-2.820786,2.8492217,10.005276
tokens,</s>,-0.116514556,0.5991433,0.36834696,-0.16045262,-0.4861171
tokens,<pad>,0.23891386,0.3680144,-0.5656832,0.64270765,-0.72408557
tokens,<s>,0.14961381,0.08485099,-0.6806457,-0.21257667,-0.59832937
